customerID,phoneNumber,age,gender,planType,tenure,numDeviceOwned,numOfCalls,totalCallDuration,numOfSMS,dataUsage,prevMonthlyFee,totalFee,countOverduePayment,countBarSuspend,creditScore,applicationResult
56-6241328,729 678 1500,32,Male,Prepaid,25,1,192,9008.77,30,176.83,60.52,2895.57,1,2,19,0
14-9611261,276 822 5093,21,Male,Postpaid,25,1,70,28887.59,117,98.9,66.11,1635.16,1,2,9,0
92-8037366,433 765 5138,21,Male,Prepaid,25,1,155,24546.29,77,1.49,43.94,1941.55,,,48,0
67-0164452,677 815 9256,24,Female,Postpaid,26,1,173,3758.08,1,65.29,63.37,2301.78,,1,47,0
06-6286453,136 675 4166,37,Male,Postpaid,26,1,115,8410.91,80,79.67,107.68,3593.27,3,3,13,0
57-5729539,867 776 4910,20,Male,Prepaid,26,1,35,6381.35,91,57.73,67.6,1604.15,1,2,31,0
42-1908543,650 260 5026,32,Female,Postpaid,26,1,70,8934.77,72,102.42,96.85,2349.43,1,3,20,0
53-8720522,827 689 1317,28,Female,Prepaid,27,1,29,9083.47,14,180.97,82.32,3551.64,3,,44,0
42-7758147,241 770 1826,30,Male,Postpaid,27,1,76,19304.27,132,182.16,66.23,1272.32,3,,43,0
84-6190843,452 247 2386,32,Female,Postpaid,27,1,180,14494.68,30,147.01,103.51,425.31,1,3,14,0
90-6939217,785 655 4781,30,Male,Prepaid,27,1,151,3630.64,135,42.79,95.69,1362,1,3,21,0
69-6732197,234 936 3804,39,Male,Prepaid,27,1,43,21611.01,164,182.06,106.97,2154.77,,2,39,0
79-9341575,613 263 0954,25,Female,Prepaid,27,1,120,16291.48,193,11.38,106.93,854.38,,2,16,0
31-9499356,639 669 4158,33,Female,Postpaid,27,1,167,1250.79,103,134.46,63.36,824.06,1,2,18,0
35-9941339,654 287 6043,35,Female,Postpaid,27,1,118,14167.05,166,148.98,66.84,1504.72,2,2,19,0
58-2868804,813 349 6576,29,Female,Postpaid,28,1,35,25313.64,144,34.24,30.63,1131.31,3,1,39,0
59-9077663,339 768 7307,38,Female,Postpaid,28,1,110,27865.27,141,24.98,35.28,1106.4,1,2,37,0
40-8325458,514 159 0009,29,Female,Postpaid,28,1,123,28021.51,169,188.29,77.21,3033.85,3,,45,0
83-6240153,819 346 1603,28,Female,Prepaid,29,1,27,2747.06,155,46.18,63.25,1233.16,3,1,47,0
20-2380273,134 391 6994,36,Male,Prepaid,29,1,149,28001.7,134,151.36,94.48,2266.77,,2,26,0
46-9032026,344 206 1088,21,Female,Prepaid,29,1,109,11776.07,199,117.74,92.18,2800.28,3,2,18,0
73-3755420,209 893 5320,26,Female,Prepaid,30,1,86,13726.73,109,150.33,100.32,590.18,2,3,23,0
23-8828773,216 667 9758,26,Male,Postpaid,30,1,69,13407.56,198,106.17,82.57,979.88,3,,50,0
82-9967940,334 963 6589,20,Male,Postpaid,31,1,156,10113.92,114,173.9,71.16,688.02,3,,47,0
95-1304173,642 270 7772,24,Male,Postpaid,31,1,192,17999.67,38,104.46,69.23,2482.5,,3,36,0
79-8838467,631 311 3487,36,Female,Postpaid,31,1,184,16642.05,71,86.36,109.32,1561.98,3,3,11,0
40-1138662,710 154 8245,38,Male,Postpaid,31,1,79,13039.41,154,170.41,58.32,612.78,,3,30,0
64-9704178,904 438 0716,37,Female,Postpaid,32,1,19,16487.03,76,1.7,88.59,3495.07,3,,29,0
69-1843510,346 254 6866,21,Male,Postpaid,33,1,128,19796.72,48,72.04,103.7,3224.53,1,3,36,0
47-1048834,845 735 5462,21,Male,Postpaid,33,1,131,185.01,77,27,48.09,3489.01,2,2,25,0
26-4958641,859 391 6374,24,Female,Postpaid,33,1,29,29812.86,165,109.87,50.83,3572.06,2,2,19,0
53-4186826,493 735 7668,35,Male,Prepaid,33,1,2,3430.47,26,118.42,102.82,3247.71,1,,50,0
25-0824675,875 911 3234,27,Male,Postpaid,33,1,176,10904.59,186,188.86,61.02,2513.31,3,,29,0
04-2392316,857 100 3128,28,Male,Prepaid,33,1,63,5639.33,108,129.98,34.92,320.21,,3,26,0
78-0976177,974 914 2809,25,Male,Postpaid,33,1,16,6781.53,187,158.15,99.98,681.25,3,,50,0
35-2185227,121 452 8728,23,Male,Prepaid,33,1,7,22384.71,35,178.59,32.66,1907.45,1,2,37,0
81-1493110,146 826 5637,35,Male,Postpaid,33,1,102,14913.73,161,13.24,109.3,1456.49,1,2,15,0
58-4646010,270 823 8507,38,Male,Postpaid,34,1,27,16537,155,18.65,90.64,2281.45,3,1,33,0
52-1357834,388 121 2411,32,Female,Postpaid,34,1,48,6561.64,74,9.91,108.54,2744.7,,3,25,0
99-1067310,606 734 6880,29,Female,Postpaid,34,1,107,17203.37,39,146.19,43.13,531.4,2,3,18,0
29-5756328,474 230 3586,22,Male,Prepaid,34,1,61,8474.2,118,6.42,109.17,3508.6,1,3,21,0
80-6840671,495 551 0454,26,Female,Postpaid,34,1,48,6327.17,8,164.28,84.4,1861.36,,2,34,0
10-7418017,681 694 0723,34,Male,Postpaid,35,1,195,29226.58,96,197.52,99.69,2868.25,2,3,16,0
98-8750866,208 713 4706,22,Female,Postpaid,36,1,154,20791.94,129,7.89,99.28,885.54,3,,35,0
48-0604238,404 554 1007,24,Female,Postpaid,36,1,52,3044.17,140,114.49,77.09,2210.33,,3,27,0
00-7045595,946 307 4776,34,Male,Prepaid,36,1,55,29480.01,94,58.59,64.99,2642.46,3,1,24,0
53-3812055,655 412 2431,39,Female,Postpaid,36,1,143,13181.57,15,138.89,101.45,76.25,,3,12,0
07-5265614,471 617 0540,35,Male,Postpaid,36,1,158,1442.98,169,93.59,103.03,2559.42,1,3,21,0
14-3043226,673 735 1816,32,Male,Prepaid,37,1,115,22890.84,76,111.08,35.51,3191.27,3,2,18,0
46-1999682,778 496 0733,20,Male,Prepaid,38,1,88,29252.46,62,120.51,69.41,652.98,2,3,21,0
43-6914294,778 791 7030,20,Female,Postpaid,38,1,43,12985.86,76,188.18,78.95,422.11,,3,20,0
27-4742641,256 923 9697,25,Female,Postpaid,39,1,44,7222.38,141,102.88,49.07,663.25,3,1,33,0
53-8457436,612 812 2062,40,Female,Postpaid,39,1,126,12642.14,48,31.96,53.6,2144.7,1,2,25,0
96-8786083,983 662 8017,29,Female,Prepaid,39,1,88,17413.95,191,23.76,30.49,2920.54,1,2,30,0
82-5244068,680 781 1884,28,Female,Prepaid,39,1,139,14776.83,117,139.7,81.81,2741.55,3,,38,0
95-7018521,878 541 1845,36,Male,Postpaid,40,1,24,8671.32,74,41.71,97.4,1303.73,1,2,32,0
32-3982263,960 449 9152,38,Male,Postpaid,41,1,110,12901.82,1,2.92,54.2,519.37,,3,36,0
24-5349841,343 316 4214,24,Female,Postpaid,41,1,200,27067.85,48,11.6,77.74,2643.15,2,3,9,0
89-6848228,375 122 0550,24,Female,Postpaid,41,1,157,24655.98,111,145.84,61.48,1279.23,1,2,32,0
68-8425048,382 578 1791,36,Female,Postpaid,42,1,74,457.55,191,96.49,34.89,1576.6,,3,11,0
95-1589878,943 657 5775,30,Male,Postpaid,42,1,27,27262.79,185,127.31,37.01,3128.48,3,3,11,0
55-3779665,470 658 3117,22,Female,Prepaid,42,1,66,3365.88,14,184.08,105.9,2769.36,3,1,32,0
65-0729623,257 570 8871,20,Female,Postpaid,42,1,178,27242.37,194,27.67,69.46,1088.05,,2,22,0
55-4669937,267 457 4723,24,Female,Postpaid,43,1,4,17950.66,168,146.45,51.15,2757.25,,3,16,0
67-9491085,258 564 3075,20,Female,Prepaid,43,1,87,4313.47,87,34.89,59.47,2564.28,1,3,29,0
71-4779670,815 908 7798,26,Female,Postpaid,43,1,9,28537.48,144,62.87,94.12,127.84,3,3,10,0
03-2171826,283 489 7991,29,Female,Postpaid,43,1,178,20553.33,156,47.07,54.9,1620.79,,3,24,0
93-3270570,324 595 1950,20,Female,Postpaid,43,1,177,17552.72,128,118.99,41.46,527.24,1,3,27,0
19-1018143,838 895 6237,29,Male,Postpaid,46,1,52,5764.32,89,199.73,57.24,583.97,3,,38,0
85-8783543,962 446 0355,25,Male,Postpaid,46,1,126,27312.37,17,30.97,53.42,899.73,3,2,17,0
39-2303878,928 619 8740,25,Female,Postpaid,46,1,9,1060.86,89,71.42,52.46,148.78,,3,33,0
83-0080867,775 501 0491,20,Female,Prepaid,46,1,155,23039.72,179,124.98,92.06,1056.7,,2,39,0
47-3972147,267 341 2404,30,Female,Prepaid,46,1,25,21744.13,10,4.47,89.78,262.37,,3,26,0
14-2341313,860 296 4919,27,Male,Postpaid,47,1,52,7997.48,76,70.07,72.17,1130.78,2,3,15,0
57-6973485,803 563 9053,30,Male,Postpaid,47,1,65,19790.71,12,130.87,107.93,1550.32,2,3,15,0
64-5972269,252 276 8518,21,Female,Prepaid,47,1,189,25478.12,24,112.54,105.43,2817.48,1,3,34,0
15-6542403,898 293 1456,34,Male,Postpaid,47,1,112,22311.61,17,124.61,58.43,3054.44,,3,16,0
64-3917847,223 945 5915,27,Female,Postpaid,48,1,74,17485.33,53,118.38,30.29,2740.41,2,3,18,0
22-1013185,973 376 4807,37,Female,Postpaid,48,1,70,14730.05,10,166.23,83.05,870.86,,3,27,0
75-0348417,672 246 1889,24,Female,Postpaid,48,1,162,12043.86,86,199.73,40.8,700.03,,3,29,0
83-0406114,665 137 9346,26,Female,Postpaid,48,1,104,2616.06,186,121.24,99.35,1570.05,,3,25,0
82-8918061,221 747 0169,38,Male,Prepaid,48,1,166,22221.47,129,170.17,44.75,3577.73,3,,38,0
36-1159208,155 507 0150,27,Female,Postpaid,48,1,31,7336.65,10,7.84,47.7,3449.76,,3,17,0
61-9388705,815 312 2869,32,Female,Postpaid,49,1,167,24416.14,154,43.55,80,1856.64,1,2,25,0
02-4370346,549 155 7587,26,Female,Postpaid,50,1,48,23015.51,170,83.01,75.82,1004.36,3,3,10,0
66-3784509,879 144 0280,37,Male,Postpaid,51,1,10,352.6,159,8.9,39.61,2853.23,3,3,14,0
60-0614543,303 411 6898,27,Female,Postpaid,53,1,35,7095.4,24,196.61,85.35,3057.68,3,1,41,0
12-1309073,657 668 8505,30,Male,Prepaid,53,1,156,27814.25,138,86.8,89.68,1638.28,,2,18,0
57-9621332,188 275 1510,29,Female,Postpaid,53,1,82,11001.03,3,94.04,54.2,674.6,2,2,50,0
29-6910864,902 742 9633,37,Female,Postpaid,54,1,133,6646.19,86,121.05,68.8,2188.23,3,,36,0
75-2399477,175 569 6143,38,Male,Postpaid,54,1,49,6442.67,153,69.63,85.86,3031.82,2,3,29,0
32-4150452,674 534 6927,29,Male,Prepaid,54,1,145,4038.33,120,176.07,53.56,98.13,3,1,23,0
19-0934916,309 704 4724,22,Female,Postpaid,54,1,136,25225.55,70,167.16,32.53,894.62,,2,16,0
26-7239734,523 576 1222,37,Male,Postpaid,54,1,21,11417.79,184,153.37,69.52,1570.05,1,3,36,0
79-6114486,854 865 5993,22,Female,Postpaid,55,1,90,26574.3,37,120.68,94.53,3327.36,1,3,17,0
24-7477967,187 576 6431,35,Male,Postpaid,55,1,182,17724.86,7,164.17,86.88,2694.71,2,3,28,0
11-6429588,996 196 2607,36,Female,Prepaid,55,1,131,5623.61,170,109.99,76.65,2626.02,3,,44,0
20-4085830,264 489 4588,37,Female,Postpaid,55,1,51,9772.43,43,147.87,32.91,2481.36,2,3,19,0
32-8194465,181 805 1268,29,Female,Postpaid,55,1,115,10318.98,149,14.93,52.92,251.52,,3,24,0
55-6756073,675 531 3470,32,Male,Postpaid,56,1,50,16681.11,77,107.48,104.78,211.46,,2,29,0
69-5327715,723 335 7352,29,Female,Prepaid,56,1,19,9700.38,142,48.88,87.25,1800.75,1,2,26,0
63-0602313,774 106 7446,23,Female,Postpaid,56,1,32,28470.35,123,138.35,73.27,1709.5,,2,36,0
28-7089161,860 987 7323,32,Male,Postpaid,56,1,69,27210.18,52,38.21,108.35,871.74,,3,19,0
94-0656571,703 873 2796,36,Female,Postpaid,56,1,166,21021.2,28,90.96,109.89,1532.17,,2,38,0
77-8874023,349 488 6428,32,Female,Postpaid,56,1,12,868.46,106,83.06,70.35,1090.98,1,2,25,0
85-1036976,255 801 8078,30,Male,Postpaid,57,1,135,23437.42,78,101.68,101.23,2957.24,1,2,25,0
78-5162264,539 435 8423,22,Male,Postpaid,57,1,187,29325.28,55,160.81,44.92,1560,,3,14,0
38-1984463,854 126 9884,25,Female,Prepaid,57,1,182,7169.35,34,197.94,92.27,1181.78,,2,29,0
82-9409967,755 807 9005,34,Female,Prepaid,58,1,123,11100.88,110,166.83,95.34,1331.42,,3,19,0
20-1960332,460 290 6885,31,Female,Postpaid,58,1,15,19055.81,167,148.82,80.96,1064.54,3,1,44,0
67-0699848,608 587 9845,39,Female,Postpaid,58,1,116,28393.31,87,80.3,106.5,1042.66,3,2,17,0
79-2628547,119 799 0741,21,Female,Postpaid,58,1,146,20054.47,88,103.32,46.72,668.61,2,2,17,0
40-0198550,183 638 3411,39,Male,Postpaid,59,1,139,14315.22,67,54.74,80.96,1853.43,1,2,50,0
12-8038330,448 508 0530,35,Male,Prepaid,59,1,184,4177.41,141,89.53,91.91,2634.74,3,3,7,0
94-2950001,763 827 3627,37,Female,Postpaid,60,1,37,7070.12,28,74.08,76.29,1879.68,3,1,30,0
26-8969042,335 559 3573,32,Male,Postpaid,60,1,182,13397.73,75,3.77,68.43,963.65,1,3,13,0
04-4811822,250 351 8772,21,Male,Postpaid,60,1,29,19583.85,94,99.95,101.69,1664.87,2,2,30,0
86-0399743,378 352 6302,22,Male,Postpaid,60,1,199,4468.15,102,34.12,80.95,1044.09,1,3,18,0
05-4419498,904 444 0255,26,Female,Postpaid,60,1,117,16690.41,148,140.37,103.22,2397.66,2,3,22,0
73-1978463,584 758 6057,29,Female,Postpaid,60,1,132,18523.43,112,148.92,45.09,3415.59,,3,26,0
39-8073354,871 111 8522,37,Male,Postpaid,61,1,24,21331.4,177,169.39,50.05,564.26,3,3,5,0
40-3036414,958 961 0716,40,Male,Prepaid,61,1,167,27270.73,190,18.99,40.4,1771.75,,2,50,0
21-9180737,750 706 5509,38,Male,Postpaid,61,1,105,17564.45,158,132.06,43.57,1639.65,,2,26,0
36-4440081,808 636 6841,34,Male,Postpaid,61,1,9,18912.35,69,174.26,57.64,3557.04,3,,50,0
64-9544148,480 821 2605,37,Male,Prepaid,61,1,91,21637.59,96,80.06,46.57,545.51,3,,46,0
40-9795932,528 504 4436,40,Female,Postpaid,62,1,177,8351.26,156,188.5,58.06,3251.46,1,3,22,0
98-1028502,827 896 7817,21,Male,Postpaid,62,1,80,226.51,116,142.48,94.61,42.6,,3,27,0
72-2181718,282 715 6507,34,Male,Postpaid,62,1,40,26781.89,31,119.55,67.48,1206.24,2,3,17,0
25-3681144,449 466 2276,22,Male,Prepaid,64,1,170,17491.54,35,148.06,104.47,892.62,,3,14,0
61-2105521,863 222 8795,32,Male,Prepaid,64,1,83,3705.93,48,62.57,44.75,806.95,,3,33,0
66-4837327,561 851 6129,23,Male,Postpaid,64,1,130,11533.15,36,25.91,80.36,439.55,1,2,25,0
82-1686158,740 140 3765,37,Female,Postpaid,64,1,76,21562.99,2,53.63,38.45,3287.57,3,1,40,0
07-6240823,546 951 9939,21,Female,Postpaid,65,1,180,26818.64,151,176.44,52,2403.21,,2,50,0
35-4172587,171 992 0200,35,Male,Postpaid,65,1,129,13542.13,48,57.96,30.87,1847.28,,3,28,0
95-8963328,951 522 4341,37,Female,Prepaid,65,1,105,17590.25,120,46.26,100.37,2035.4,1,2,23,0
52-9317142,204 439 6312,24,Male,Postpaid,66,1,97,17211.61,5,168.49,48.24,3071.67,3,1,41,0
76-8751531,717 613 8590,33,Male,Postpaid,66,1,121,24510.88,103,129.41,88.54,1424.1,,3,35,0
36-2057456,634 535 9123,39,Female,Prepaid,66,1,150,2401.94,140,178.87,77.9,166.13,3,,39,0
34-5794558,682 863 2836,26,Male,Postpaid,66,1,75,22479.68,36,197.2,89.04,1382.51,3,,48,0
20-4992949,694 347 3160,26,Female,Prepaid,66,1,77,3851.15,90,182.31,55.12,1603.06,1,2,20,0
21-8344687,742 310 6965,27,Female,Prepaid,67,1,135,14970.63,115,110.88,95.43,103.15,,3,28,0
19-4846115,877 637 2525,20,Male,Postpaid,67,1,55,7965.4,176,122.35,59.81,967.62,1,3,27,0
58-1363690,470 295 0351,34,Female,Prepaid,68,1,20,12861.61,51,154.54,49.41,212.57,2,2,29,0
38-4388261,607 355 1819,30,Female,Postpaid,68,1,180,22137.53,99,87.5,35.36,1446.37,,3,28,0
24-5895150,704 683 9782,33,Female,Postpaid,68,1,104,3028.14,48,31.69,94.63,856.76,1,3,24,0
76-6071759,992 547 8771,27,Male,Postpaid,68,1,17,22489.6,31,45.44,56.72,600.55,1,3,30,0
06-7389192,236 848 4596,25,Male,Postpaid,68,1,80,19636.13,5,60.24,77.57,2098.66,2,3,19,0
01-0907547,338 307 4283,34,Male,Prepaid,68,1,16,377.31,40,180.93,45.41,2898.75,3,1,50,0
83-5434222,237 713 0576,21,Male,Postpaid,69,1,118,28692.95,2,180.79,55.21,1545.51,1,2,23,0
88-1036556,482 413 1828,21,Female,Prepaid,69,1,79,7024.61,50,18.98,93.73,806.59,1,2,26,0
69-8732548,227 120 5197,33,Female,Postpaid,69,1,54,8054.22,132,47.36,35.08,2085.99,3,2,18,0
94-4987251,823 432 6912,20,Male,Postpaid,70,1,158,20666.37,48,21.29,31.07,761.28,3,,40,0
96-5649782,646 729 6737,36,Male,Postpaid,70,1,14,1571.96,56,143.39,108.43,50.89,,2,26,0
51-9761582,840 730 0121,23,Male,Postpaid,71,1,107,8864.3,62,133.78,86.74,2116.35,,3,18,0
92-7998789,862 889 6852,33,Female,Postpaid,71,1,23,21338.04,129,123.26,99.64,3045.11,3,2,16,0
90-0781794,162 602 9211,23,Male,Prepaid,72,1,192,1428.84,18,49.59,77.53,597.8,3,,27,0
25-6102877,870 937 5309,36,Female,Prepaid,73,1,49,24340.41,173,121.47,60.27,1633.01,1,2,28,0
73-5524742,160 715 0401,35,Male,Prepaid,73,1,167,29146.11,92,52.54,99.43,2859.17,,2,42,0
98-3199273,725 786 3802,24,Male,Prepaid,74,1,3,9429.09,175,195.74,89.37,2788.66,3,3,15,0
88-4444868,792 363 1154,22,Female,Postpaid,75,1,93,24736.62,46,79.34,72.82,3429.53,2,2,16,0
97-2771815,151 916 3322,23,Female,Postpaid,75,1,34,4614.03,78,164.67,98.3,2628.84,2,3,23,0
06-3895756,294 739 9306,40,Male,Postpaid,76,1,67,20249.55,9,168.77,34.36,3224.12,,2,26,0
24-0935329,584 534 1400,21,Male,Prepaid,76,1,5,15702.41,197,97.94,51.71,1744.33,3,,35,0
92-7067308,348 787 9111,27,Male,Postpaid,76,1,50,27541.01,125,168.12,36.83,2558.55,3,,44,0
40-4280432,411 303 3961,23,Female,Postpaid,76,1,15,601.32,34,31.31,95.65,2701.86,3,3,15,0
32-7066013,828 954 7576,39,Female,Postpaid,76,1,7,17712.84,135,112.37,51.95,2955.21,,3,19,0
31-7133425,678 657 2836,20,Female,Postpaid,76,1,170,3681.61,174,34.1,63.06,3267.06,,3,27,0
61-0844714,618 935 7211,39,Male,Postpaid,76,1,193,13470.57,105,65.38,85.12,1669.91,,3,17,0
30-0090549,464 160 6195,23,Male,Postpaid,76,1,91,27220.79,158,79.52,86.48,3373.08,2,3,32,0
22-5295858,252 831 7995,34,Male,Postpaid,77,1,61,18317,160,1.99,42.81,2290.56,1,3,21,0
02-1576861,882 812 9586,25,Male,Postpaid,78,1,66,21484.4,156,34.15,67.4,1429.05,3,2,26,0
05-8668174,686 621 7419,36,Female,Postpaid,78,1,99,4784.87,173,83.58,85.37,1715.68,,3,27,0
20-8090451,726 102 7220,29,Male,Postpaid,78,1,196,9716.56,91,48.66,41.61,1531.29,1,3,18,0
79-8312452,345 182 8686,35,Male,Prepaid,79,1,195,26956.25,51,104.75,104.1,2593.19,3,,45,0
12-8746096,677 341 8925,33,Male,Postpaid,79,1,99,26107.11,108,7.67,60.01,2639.55,,3,19,0
29-1585808,288 438 0473,27,Male,Prepaid,80,1,159,8423.94,109,71.36,96.06,238.98,3,2,13,0
78-8527670,353 580 5151,20,Female,Postpaid,80,1,136,9879.21,91,199.33,94.54,3185.15,3,,32,0
66-9380669,170 338 0133,23,Male,Postpaid,80,1,191,20761.03,53,40.7,66.07,1988.65,3,,44,0
77-2771176,105 921 8697,33,Male,Prepaid,80,1,59,23212.53,91,106.37,95.68,2386.85,,3,28,0
55-5537343,569 753 5403,36,Male,Postpaid,81,1,129,6640.05,180,141.19,62.79,1429.9,,2,26,0
74-1428587,429 308 5137,20,Male,Postpaid,81,1,97,28489.66,186,166.46,97.17,3457.98,,3,43,0
13-1091035,882 103 5006,31,Female,Prepaid,81,1,124,3684.14,40,65.62,69.05,908.89,3,3,13,0
37-5195894,227 232 9757,33,Female,Prepaid,81,1,176,27737.48,176,163.37,88.99,2351.42,,2,32,0
06-1090845,708 218 1129,22,Male,Postpaid,82,1,136,9394.11,95,185.93,36,1404.18,1,3,15,0
38-3101305,492 535 8625,27,Male,Postpaid,82,1,40,13258.54,65,131.34,82.7,341.43,,3,25,0
24-1623805,235 732 9833,24,Male,Postpaid,83,1,109,3501.51,72,3.28,104.73,2790.75,1,3,16,0
32-4047097,675 860 2821,26,Male,Postpaid,83,1,163,6021.85,64,35.87,89.27,1742.99,1,3,15,0
28-8684526,202 473 8826,24,Female,Postpaid,83,1,28,8221.95,153,49.93,66.23,1332.59,,3,50,0
19-6261361,204 978 2936,28,Female,Prepaid,83,1,27,18030.39,40,117.19,37.33,2966.92,3,2,15,0
95-8784258,775 687 4523,20,Female,Prepaid,83,1,54,15581.24,90,51.85,96.37,1232.84,1,2,23,0
64-7004256,974 608 3352,26,Male,Postpaid,83,1,21,29763.8,62,59.38,90.73,1223.34,2,2,23,0
49-0988346,430 916 3912,32,Female,Postpaid,83,1,46,28848.25,92,148.39,97.03,1259.08,,2,36,0
94-1929328,433 158 3917,34,Female,Postpaid,84,1,93,16268.81,116,52.71,42.8,2249.94,2,3,21,0
51-3555768,155 713 2615,20,Female,Postpaid,84,1,65,13917.44,102,74.14,85.47,3553,1,2,35,0
60-0114461,979 334 9924,24,Male,Postpaid,85,1,164,6187.08,94,177.8,78.62,2500.63,1,2,27,0
47-0053988,550 431 3906,33,Female,Postpaid,85,1,38,21464.42,121,112.73,48.37,3541.97,,2,48,0
40-9957623,125 155 3727,22,Female,Postpaid,86,1,163,19509.4,117,11.24,72.47,3448.23,2,2,32,0
68-1049007,959 839 7353,26,Female,Postpaid,86,1,75,20886.23,46,108.76,95.19,2013.03,1,3,25,0
01-3380470,178 953 9049,30,Female,Postpaid,86,1,85,1476.63,76,56.97,48.83,3355.43,,3,30,0
71-1167703,892 902 2249,20,Male,Postpaid,86,1,103,23579.64,115,175.07,92.18,2393.43,1,2,19,0
20-7167806,501 532 4406,21,Female,Postpaid,87,1,1,17915.54,188,40.31,79.05,1152.49,3,1,28,0
41-2527304,177 803 0262,20,Female,Prepaid,87,1,125,22847.77,81,3.32,62.09,2527.81,1,3,27,0
57-5804444,198 655 9935,25,Female,Postpaid,87,1,192,19190.61,10,54.16,61.62,3368.47,,2,21,0
70-7349939,404 436 6435,20,Male,Prepaid,87,1,83,23572.15,192,103.65,61.19,3560.12,,3,23,0
23-6020229,746 876 9633,21,Male,Postpaid,87,1,123,22672.53,147,53.88,89.03,2835.05,2,2,20,0
14-1457616,367 890 2226,31,Male,Postpaid,90,1,125,19099.1,125,24.19,49.07,1360.24,,3,19,0
20-7991608,269 234 2304,37,Female,Prepaid,90,1,147,28485.06,168,50.7,31.59,3056.15,3,,48,0
96-7320560,310 360 3743,34,Male,Postpaid,90,1,152,4296.13,41,81.87,32.35,1912.38,1,3,36,0
23-1754521,373 387 7306,26,Female,Prepaid,90,1,2,4475.22,134,145.7,61.07,2747.28,3,,47,0
41-0285740,758 924 7024,22,Female,Postpaid,90,1,137,25163.25,99,178.94,41.01,2791.18,3,1,25,0
60-5840340,287 720 8895,36,Female,Postpaid,90,1,165,20363.88,101,32.62,91.86,1044.6,2,2,22,0
91-7017987,686 516 5592,33,Female,Postpaid,91,1,165,15419.93,140,30.71,55.19,2493.42,2,2,30,0
61-9564395,431 106 3205,27,Male,Postpaid,91,1,47,16675.29,102,55.4,76.76,1695.05,2,3,23,0
30-4973975,525 403 6007,21,Male,Postpaid,91,1,3,8120.11,149,65.29,46.8,658.83,1,3,10,0
70-9618177,330 303 0799,35,Female,Postpaid,91,1,173,8818.46,174,171.34,56.99,2978.82,1,3,11,0
83-6335759,140 395 4426,21,Female,Postpaid,92,1,59,16608.79,171,99.26,65.82,1204.62,,2,32,0
04-5448055,636 335 2690,36,Male,Postpaid,92,1,111,1223.86,121,130.38,68.77,2972.49,1,2,33,0
33-4026976,262 899 1943,31,Male,Postpaid,92,1,44,5461.77,60,98.9,60.51,3257.8,1,2,22,0
74-0896487,767 217 1865,22,Male,Postpaid,92,1,20,22329.42,116,58.23,70.48,41.34,3,,23,0
34-5307815,639 211 7558,24,Male,Postpaid,92,1,42,16707.94,55,7.66,58.38,3171.27,,3,27,0
24-6769629,450 118 5658,34,Male,Postpaid,93,1,57,24714.65,133,43.21,77.87,3354.86,3,1,22,0
17-8625747,311 699 4184,21,Male,Postpaid,93,1,182,27352,95,49.33,77.01,510.82,,3,22,0
93-0521522,494 102 0900,23,Female,Postpaid,93,1,171,19724.13,191,176.37,44.18,2842.97,,3,37,0
72-5119624,921 850 7158,36,Male,Postpaid,93,1,89,21809.2,117,120.92,63.47,83.02,1,2,40,0
18-9143957,547 426 4785,23,Male,Postpaid,93,1,89,2722.56,22,142.18,56.42,2799.48,3,,48,0
09-7739616,728 715 4589,33,Male,Postpaid,94,1,187,26008,120,20.34,108.37,1574.17,3,,33,0
43-0289203,308 885 7629,38,Female,Postpaid,94,1,187,24788.59,141,36.15,72.98,2387.63,1,2,20,0
57-0237988,973 323 8979,30,Male,Postpaid,94,1,128,27896.57,57,35.11,65.04,1550.15,2,2,20,0
49-4744440,646 411 4751,23,Male,Prepaid,95,1,134,7182.3,188,110.43,69.04,2163.18,1,3,28,0
90-3868646,390 281 6006,27,Female,Postpaid,96,1,98,800.53,117,137.52,82.95,486.71,1,3,21,0
77-3506625,213 598 5793,28,Male,Postpaid,96,1,78,28960.68,180,189.51,52.48,3025.87,1,3,28,0
77-6989573,565 450 2407,35,Male,Prepaid,96,1,97,1442.09,165,140.41,83.66,2230.24,,3,22,0
41-2919054,913 583 6504,21,Male,Postpaid,97,1,110,8528.58,22,139.6,49.02,3195.38,2,2,24,0
21-4035474,853 294 3561,36,Male,Prepaid,97,1,155,1725.76,33,134.11,103.44,1089.86,,2,37,0
79-1603685,305 973 5088,23,Male,Postpaid,98,1,118,10956.67,91,24.12,68.83,3176.66,1,2,36,0
80-6930347,460 671 9258,36,Male,Prepaid,99,1,156,29510.55,35,2.61,96.64,3087.3,1,3,18,0
16-5220852,104 851 0503,28,Male,Postpaid,99,1,90,26197.77,11,101.31,52.93,2697.2,,3,25,0
85-9594087,217 373 5327,22,Female,Postpaid,99,1,59,1016.77,128,81.43,97.74,2972.99,3,,40,0
71-8149346,878 619 1529,27,Male,Postpaid,99,1,45,2495.49,115,36.36,44.53,2840.88,1,2,35,0
81-4929402,205 892 2104,27,Female,Postpaid,101,1,137,21183.83,98,99.65,65.25,2080.73,1,2,30,0
60-0890495,408 601 5478,22,Male,Prepaid,101,1,40,7337.52,199,48.54,77.11,3595.58,,2,27,0
32-6947439,134 481 4523,35,Female,Postpaid,101,1,121,11534.06,65,113.31,56.38,2763.05,1,3,20,0
